year,office,state,last_name,party,vote_percent,vote_count
2020,Pres,AL,Trump,REP,0.620316431668648,1441170
2020,Pres,AL,Biden,DEM,0.36569990212122333,849624
2020,Pres,AL,Jorgensen,IND,0.010836394376575896,25176
2020,Pres,AK,Trump,REP,0.5283314327038078,189951
2020,Pres,AK,Biden,DEM,0.42771952271020497,153778
2020,Pres,AZ,Biden,DEM,0.49364690614366613,1672143
2020,Pres,AZ,Trump,REP,0.4905598103046474,1661686
2020,Pres,AR,Trump,REP,0.6239572985614432,760647
2020,Pres,AR,Biden,DEM,0.34775061953014963,423932
2020,Pres,AR,West,IND,0.003362401964121801,4099
2020,Pres,AR,Collins,IND,0.002306678293025251,2812
2020,Pres,AR,Pierce,IND,0.0017562582593766227,2141
2020,Pres,AR,Gammon,IND,0.0012099397162916947,1475
2020,Pres,AR,De La Fuente,IND,0.0010836138069297144,1321
2020,Pres,CA,Biden,DEM,0.6348435951907793,11110639
2020,Pres,CA,Trump,REP,0.34320253602858747,6006518
2020,Pres,CO,Biden,DEM,0.553995419069199,1804352
2020,Pres,CO,Trump,REP,0.41897923843560597,1364607
2020,Pres,CT,Biden,DEM,0.5926073151568352,1080831
2020,Pres,CT,Trump,REP,0.3918711828833072,714717
2020,Pres,DE,Biden,DEM,0.5874300579364167,296268
2020,Pres,DE,Trump,REP,0.3977487677110555,200603
2020,Pres,DC,Biden,DEM,0.9214969392140692,317323
2020,Pres,DC,Trump,REP,0.05397321376714795,18586
2020,Pres,DC,La Riva,IND,0.002482895608033547,855
2020,Pres,DC,Pierce,IND,0.002012452229669296,693
2020,Pres,FL,Trump,REP,0.5121981962250404,5668731
2020,Pres,FL,Biden,DEM,0.47861450725442234,5297045
2020,Pres,GA,Biden,DEM,0.49473055784446274,2473633
2020,Pres,GA,Trump,REP,0.492374738997912,2461854
2020,Pres,HI,Biden,DEM,0.6373363923901899,366130
2020,Pres,HI,Trump,REP,0.3426886394217965,196864
2020,Pres,ID,Trump,REP,0.6384344892583999,554119
2020,Pres,ID,Biden,DEM,0.33069449981219773,287021
2020,Pres,ID,West,IND,0.004184649984906686,3632
2020,Pres,ID,Pierce,IND,0.0032352690411943767,2808
2020,Pres,ID,De La Fuente,IND,0.00171787255712992,1491
2020,Pres,IL,Biden,DEM,0.5754163584003564,3471915
2020,Pres,IL,Trump,REP,0.4055344409706477,2446891
2020,Pres,IN,Trump,REP,0.5703057157269031,1729857
2020,Pres,IN,Biden,DEM,0.4096313806165745,1242498
2020,Pres,IA,Trump,REP,0.5308932496920227,897672
2020,Pres,IA,Biden,DEM,0.44891715571442176,759061
2020,Pres,KS,Trump,REP,0.5614365794120173,771406
2020,Pres,KS,Biden,DEM,0.4150864710411897,570323
2020,Pres,KY,Trump,REP,0.6208657186929044,1326646
2020,Pres,KY,Biden,DEM,0.3615151481115404,772474
2020,Pres,KY,West,IND,0.0030340214754245665,6483
2020,Pres,KY,Pierce,IND,0.0016843194956120645,3599
2020,Pres,LA,Trump,REP,0.5846088241400853,1255776
2020,Pres,LA,Biden,DEM,0.39851456801526214,856034
2020,Pres,ME,Biden,DEM,0.5309245955573236,435072
2020,Pres,ME,Trump,REP,0.4402125299434628,360737
2020,Pres,MD,Biden,DEM,0.6536066486007711,1985023
2020,Pres,MD,Trump,REP,0.32150291567748757,976414
2020,Pres,MA,Biden,DEM,0.6560006300596849,2382202
2020,Pres,MA,Trump,REP,0.3214191103050557,1167202
2020,Pres,MI,Biden,DEM,0.5062081829082437,2804040
2020,Pres,MI,Trump,REP,0.4783729069113762,2649852
2020,Pres,MN,Trump,REP,0.4528494240916937,1484065
2020,Pres,MN,West,IND,0.0024228213907666095,7940
2020,Pres,MN,Pierce,IND,0.0017243531082143716,5651
2020,Pres,MS,Trump,REP,0.5760295457538255,756764
2020,Pres,MS,Biden,DEM,0.41057606455978607,539398
2020,Pres,MS,West,IND,0.002783615564194042,3657
2020,Pres,MS,Collins,IND,0.0010024669669246795,1317
2020,Pres,MS,Pierce,IND,0.0005016140707694486,659
2020,Pres,MO,Trump,REP,0.5679965577888949,1718736
2020,Pres,MO,Biden,DEM,0.4140878173618836,1253014
2020,Pres,MT,Trump,REP,0.5691846924002028,343602
2020,Pres,MT,Biden,DEM,0.4054936936160908,244786
2020,Pres,NE,Trump,REP,0.5822416333205421,556846
2020,Pres,NE,Biden,DEM,0.39166630941787967,374583
2020,Pres,NV,Biden,DEM,0.5005678195728402,703486
2020,Pres,NV,Trump,REP,0.4766624732455941,669890
2020,Pres,NH,Biden,DEM,0.5270830620003597,424937
2020,Pres,NH,Trump,REP,0.4535570977604952,365660
2020,Pres,NJ,Biden,DEM,0.5733431484240866,2608400
2020,Pres,NJ,Trump,REP,0.413964347833159,1883313
2020,Pres,NM,Biden,DEM,0.5428928584957222,501614
2020,Pres,NM,Trump,REP,0.43496669246129455,401894
2020,Pres,NY,Biden,DEM,0.5638100695833437,4858273
2020,Pres,NY,Trump,REP,0.34300913058711285,2955662
2020,Pres,NC,Trump,REP,0.4993435061225701,2758775
2020,Pres,NC,Biden,DEM,0.4858619418897032,2684292
2020,Pres,ND,Trump,REP,0.65120268269507,235751
2020,Pres,OH,Trump,REP,0.5327130010087464,3154834
2020,Pres,OH,Biden,DEM,0.45239338340705026,2679165
2020,Pres,OH,Hawkins,IND,0.003176521165606982,18812
2020,Pres,OK,Trump,REP,0.6537327184806295,1020280
2020,Pres,OK,Biden,DEM,0.32286174335986634,503890
2020,Pres,OK,West,IND,0.003586213613259187,5597
2020,Pres,OK,Simmons,IND,0.002341258628345376,3654
2020,Pres,OK,Pierce,IND,0.0016319610636003482,2547
2020,Pres,OR,Biden,DEM,0.5645331865404888,1340383
2020,Pres,OR,Trump,REP,0.4036724604634335,958448
2020,Pres,PA,Biden,DEM,0.49852111352266465,3458229
2020,Pres,PA,Trump,REP,0.48690870488812416,3377674
2020,Pres,RI,Biden,DEM,0.5938809132469479,307486
2020,Pres,RI,Trump,REP,0.3861309455980315,199922
2020,Pres,SC,Trump,REP,0.5511029395674024,1385103
2020,Pres,SC,Biden,DEM,0.43430088142061785,1091541
2020,Pres,SD,Trump,REP,0.6176938967225024,261043
2020,Pres,SD,Biden,DEM,0.3560525213613529,150471
2020,Pres,TN,Trump,REP,0.6066029416628381,1852475
2020,Pres,TN,Biden,DEM,0.37451434271023704,1143711
2020,Pres,TN,Jorgensen,IND,0.009783384978507465,29877
2020,Pres,TN,West,IND,0.003365914054091048,10279
2020,Pres,TN,Blankenship,IND,0.0017567982196904826,5365
2020,Pres,TN,Hawkins,IND,0.0014882847918906326,4545
2020,Pres,TN,Kennedy,IND,0.0008435251097712364,2576
2020,Pres,TN,La Riva,IND,0.0007534748748383598,2301
2020,Pres,TN,De La Fuente,IND,0.0006090670435460015,1860
2020,Pres,TX,Trump,REP,0.5205760360355265,5890347
2020,Pres,TX,Biden,DEM,0.4647900991387051,5259126
2020,Pres,UT,Trump,REP,0.5812983902991959,865140
2020,Pres,UT,Biden,DEM,0.37646048583306063,560282
2020,Pres,VT,Biden,DEM,0.6608641693066397,242820
2020,Pres,VT,Trump,REP,0.3067376465593259,112704
2020,Pres,VT,West,IND,0.0034537378751755446,1269
2020,Pres,VT,LaFontaine,IND,0.002329708133294142,856
2020,Pres,VT,Duncan,IND,0.0005797054116724909,213
2020,Pres,VT,Kopitke,IND,0.0001442459475053616,53
2020,Pres,VT,Scalf,IND,7.892702788029219e-05,29
2020,Pres,VA,Biden,DEM,0.5410951717780242,2413568
2020,Pres,VA,Trump,REP,0.4399550366728214,1962430
2020,Pres,WA,Biden,DEM,0.5797030113530306,2369612
2020,Pres,WA,Trump,REP,0.3876697774334327,1584651
2020,Pres,WV,Trump,REP,0.6862472962549592,545382
2020,Pres,WV,Biden,DEM,0.29693569270608544,235984
2020,Pres,WI,Biden,DEM,0.4944953686142774,1630866
2020,Pres,WI,Trump,REP,0.48822437319608825,1610184
2020,Pres,WY,Trump,REP,0.6993622748541181,193559
2020,Pres,WY,Biden,DEM,0.26553574332014523,73491
2020,Pres,WY,Pierce,IND,0.00797788737737792,2208
2020,Senate,AL,Tuberville,REP,0.6009536164251688,1392076
2020,Senate,AL,Jones,DEM,0.39736665450722986,920478
2020,Senate,AK,Sullivan,REP,0.5389706898448053,191112
2020,Senate,AZ,Kelly,DEM,0.511566269297357,1716467
2020,Senate,AZ,McSally,REP,0.488079367761675,1637661
2020,Senate,AR,Cotton,REP,0.6652953544949513,793871
2020,Senate,CO,Hickenlooper,DEM,0.5349896006848405,1731114
2020,Senate,CO,Gardner,REP,0.44177526971775055,1429492
2020,Senate,DE,Coons,DEM,0.5943841852791103,291804
2020,Senate,DE,Witzke,REP,0.3789788872253964,186054
2020,Senate,GA,Ossoff,DEM,0.47949012302675087,2374519
2020,Senate,GA,Perdue,REP,0.49727988207201884,2462617
2020,Senate,GA,Warnock,DEM,0.3290423102217823,1617035
2020,Senate,GA,Loeffler,REP,0.2590799061038978,1273214
2020,Senate,GA,Collins,REP,0.1995076477789209,980454
2020,Senate,GA,Jackson,DEM,0.06595313985440243,324118
2020,Senate,GA,Lieberman,DEM,0.027678228411059165,136021
2020,Senate,GA,Johnson-Shealey,DEM,0.02172547924778934,106767
2020,Senate,GA,James,DEM,0.01921020159662443,94406
2020,Senate,GA,Grayson,REP,0.010498196309271101,51592
2020,Senate,GA,Slade,DEM,0.009145631747561436,44945
2020,Senate,GA,Jackson,REP,0.009021505918970659,44335
2020,Senate,GA,Taylor,REP,0.008210414848867647,40349
2020,Senate,GA,Johnson,REP,0.00736127209032779,36176
2020,Senate,GA,Winfield,DEM,0.005837373188169873,28687
2020,Senate,GA,Tarver,DEM,0.005358369580788415,26333
2020,Senate,GA,Buckley,IND,0.0036533690598669045,17954
2020,Senate,GA,Bartell,IND,0.00297901988617865,14640
2020,Senate,GA,Stovall,IND,0.002710012762576999,13318
2020,Senate,GA,Greene,IND,0.002704925638454426,13293
2020,Senate,ID,Risch,REP,0.6262259733644093,538446
2020,Senate,ID,Jordan,DEM,0.3324668799653884,285864
2020,Senate,ID,Fleming,IND,0.02945825148547324,25329
2020,Senate,IL,Durbin,DEM,0.5493356314671662,3278930
2020,Senate,IL,Curran,REP,0.38865948689716917,2319870
2020,Senate,IA,Ernst,REP,0.5173959282892738,864997
2020,Senate,IA,Greenfield,DEM,0.4515171417155353,754859
2020,Senate,KS,Marshall,REP,0.5322312841115551,727962
2020,Senate,KS,Bollier,DEM,0.41785992374365294,571530
2020,Senate,KY,McConnell,REP,0.5776496833573999,1233315
2020,Senate,KY,McGrath,DEM,0.38231157294629603,816257
2020,Senate,LA,Cassidy,REP,0.5932331600164709,1228908
2020,Senate,LA,Perkins,DEM,0.1902200437065511,394049
2020,Senate,LA,Edwards,DEM,0.11093856125602992,229814
2020,Senate,LA,Pierce,DEM,0.026892997152364203,55710
2020,Senate,LA,Murphy,REP,0.018528700586953783,38383
2020,Senate,LA,Knight,DEM,0.0178427384804467,36962
2020,Senate,LA,Wenstrup,DEM,0.006977407661825026,14454
2020,Senate,LA,Mendoza,IND,0.0037706192919963527,7811
2020,Senate,ME,Collins,REP,0.509831136632474,417645
2020,Senate,ME,Gideon,DEM,0.4238649971984282,347223
2020,Senate,ME,Savage,IND,0.04953594007688148,40579
2020,Senate,ME,Linn,IND,0.01648960000390633,13508
2020,Senate,MA,Markey,DEM,0.661537326297313,2357809
2020,Senate,MA,O'Connor,REP,0.3304489503206387,1177765
2020,Senate,MI,Peters,DEM,0.4990342572248217,2734568
2020,Senate,MI,James,REP,0.48218394370515283,2642233
2020,Senate,MN,Lewis,REP,0.43498246561568216,1398145
2020,Senate,MS,Hyde-Smith,REP,0.5410522254097673,709511
2020,Senate,MS,Espy,DEM,0.44129274017542175,578691
2020,Senate,MT,Daines,REP,0.5501216074975604,333174
2020,Senate,MT,Bullock,DEM,0.4498783925024396,272463
2020,Senate,NE,Sasse,REP,0.6274187859941592,583507
2020,Senate,NE,Janicek,DEM,0.24428824574306568,227191
2020,Senate,NH,Shaheen,DEM,0.5663652103116669,450778
2020,Senate,NH,Messner,REP,0.40987971062200185,326229
2020,Senate,NJ,Booker,DEM,0.5722815243191144,2541239
2020,Senate,NJ,Mehta,REP,0.4092049615587293,1817091
2020,Senate,NM,Lujan,DEM,0.5172959660371311,474483
2020,Senate,NM,Ronchetti,REP,0.45624304296490437,418483
2020,Senate,NC,Tilllis,REP,0.4868714830741895,2665598
2020,Senate,NC,Cunningham,DEM,0.46940411532375076,2569965
2020,Senate,OK,Inhofe,REP,0.629121392787406,979140
2020,Senate,OK,Broyles,DEM,0.32753519267059505,509763
2020,Senate,OK,Farr,IND,0.013911939453635757,21652
2020,Senate,OK,Nesbit,IND,0.007306145553634407,11371
2020,Senate,OR,Perkins,REP,0.3932426034432325,912814
2020,Senate,RI,Reed,DEM,0.6647769806297065,328574
2020,Senate,RI,Waters,REP,0.33353767839728726,164855
2020,Senate,SC,Graham,REP,0.544365958624375,1369137
2020,Senate,SC,Harrison,DEM,0.4416628497270888,1110828
2020,Senate,SD,Rounds,REP,0.6573524757328917,276232
2020,Senate,SD,Ahlers,DEM,0.3426475242671083,143987
2020,Senate,TN,Hagerty,REP,0.6219846805198123,1840926
2020,Senate,TN,Bradshaw,DEM,0.3516131876864382,1040691
2020,Senate,TN,McLeod,IND,0.005626129947654557,16652
2020,Senate,TN,Faparusi,IND,0.0036242791225372588,10727
2020,Senate,TN,Hooper,IND,0.0032465459204307377,9609
2020,Senate,TN,Morgan,IND,0.003242829404130942,9598
2020,Senate,TN,Henley,IND,0.0028644204717880937,8478
2020,Senate,TN,James,IND,0.002433642446129941,7203
2020,Senate,TN,Stansberry,IND,0.0022910633662650464,6781
2020,Senate,TN,Hill,IND,0.0016460788556913887,4872
2020,Senate,TN,Grunau,IND,0.0014055188915591496,4160
2020,Senate,TX,Cornyn,REP,0.5350826989134999,5962983
2020,Senate,TX,Hegar,DEM,0.4386886622804656,4888764
2020,Senate,VA,Warner,DEM,0.559920836977794,2466500
2020,Senate,VA,Gade,REP,0.43908304194673115,1934199
2020,Senate,WV,Capito,REP,0.7028390664999397,547454
2020,Senate,WV,Swearengin,DEM,0.27000146356869403,210309
2020,Senate,WY,Lummis,REP,0.7258085199148522,198100
2020,Senate,WY,David,DEM,0.27026749762765767,73766
2020,House,AL,Carl,REP,0.6436982450809086,211825
2020,House,AL,Averhart,DEM,0.35538706981691104,116949
2020,House,AL,Moore,REP,0.6522273354657425,197996
2020,House,AL,Harvey-Hall,DEM,0.34682724520619695,105286
2020,House,AL,Rogers,REP,0.6746153416461329,217384
2020,House,AL,Winfrey,DEM,0.3245933079687432,104595
2020,House,AL,Aderholt,REP,0.8224187102434055,261553
2020,House,AL,Neighbors,DEM,0.17682978596291532,56237
2020,House,AL,Brooks,REP,0.9581087219866747,253094
2020,House,AL,Palmer,REP,0.9712996127697415,274160
2020,House,AL,Sewell,DEM,0.9716396003977085,225742
2020,House,AK,Young,REP,0.5440120057197061,192126
2020,House,AS,Amata,REP,0.8332624053110903,9790
2020,House,AS,Crichton,DEM,0.14545918801600136,1709
2020,House,AS,Suitonu-Chapman,DEM,0.021278406672908333,250
2020,House,AZ,O'Halleran,DEM,0.5161017366873142,188469
2020,House,AZ,Shedd,REP,0.4838982633126859,176709
2020,House,AZ,Kirkpatrick,DEM,0.5509586567783044,209945
2020,House,AZ,Martin,REP,0.44868968702598583,170975
2020,House,AZ,Grijalva,DEM,0.6457342766188476,174243
2020,House,AZ,Wood,REP,0.3542657233811523,95594
2020,House,AZ,Gosar,REP,0.6974058195337449,278002
2020,House,AZ,DiSanto,DEM,0.3022504973370829,120484
2020,House,AZ,Biggs,REP,0.5888250380898314,262414
2020,House,AZ,Greene,DEM,0.411013402684127,183171
2020,House,AZ,Schweikert,REP,0.5217271522924967,217783
2020,House,AZ,Tipirneni,DEM,0.47827284770750333,199644
2020,House,AZ,Gallego,DEM,0.7669330465577661,165452
2020,House,AZ,Barnett,REP,0.2328166428717112,50226
2020,House,AZ,Lesko,REP,0.5956275874802055,251633
2020,House,AZ,Muscato,DEM,0.4043298056416241,170816
2020,House,AZ,Stanton,DEM,0.6162646122052721,217094
2020,House,AZ,Giles,REP,0.383735387794728,135180
2020,House,AR,Crawford,REP,1,237596
2020,House,AR,Hill,REP,0.5536581624827445,184093
2020,House,AR,Elliott,DEM,0.4463418375172555,148410
2020,House,AR,Womack,REP,0.643088355840628,214960
2020,House,AR,Williams,DEM,0.3180888045904111,106325
2020,House,AR,Westerman,REP,0.6967004199465523,191617
2020,House,AR,Hanson,DEM,0.27541949206464633,75750
2020,House,CA,LaMalfa,REP,0.5699444263013485,204190
2020,House,CA,Denney,DEM,0.43005557369865155,154073
2020,House,CA,Huffman,DEM,0.7573793263109156,294435
2020,House,CA,Mensing,REP,0.24262067368908438,94320
2020,House,CA,Garamendi,DEM,0.5467377666248432,176043
2020,House,CA,Hamilton,REP,0.45326223337515686,145945
2020,House,CA,McClintock,REP,0.559454054323088,247291
2020,House,CA,Kennedy,DEM,0.440545945676912,194731
2020,House,CA,Thompson,DEM,0.7609072546709308,271233
2020,House,CA,Giblin,REP,0.23909274532906918,85227
2020,House,CA,Matsui,DEM,0.7334325517223759,229648
2020,House,CA,Bish,REP,0.26656744827762413,83466
2020,House,CA,Bera,DEM,0.5662391103355775,217416
2020,House,CA,Patterson,REP,0.43376088966442256,166549
2020,House,CA,Obernolte,REP,0.5605963738604293,158711
2020,House,CA,Bubser,DEM,0.4394036261395707,124400
2020,House,CA,McNerney,DEM,0.5758302765936354,174252
2020,House,CA,Amador,REP,0.4241697234063646,128358
2020,House,CA,Harder,DEM,0.5516307761476261,166865
2020,House,CA,Howze,REP,0.44836922385237393,135629
2020,House,CA,DeSaulnier,DEM,0.7299276166266332,271063
2020,House,CA,Sharma,REP,0.2700723833733668,100293
2020,House,CA,Pelosi,DEM,0.7763493594158976,281776
2020,House,CA,Buttar,DEM,0.2236506405841025,81174
2020,House,CA,Lee,DEM,0.9036569299207867,327863
2020,House,CA,Piterman,REP,0.09634307007921326,34955
2020,House,CA,Speier,DEM,0.7928661984872011,278300
2020,House,CA,Petel,REP,0.20713380151279898,72705
2020,House,CA,Swalwell,DEM,0.7090466616671676,242991
2020,House,CA,Hayden,REP,0.29095333833283243,99710
2020,House,CA,Costa,DEM,0.5937830193467418,128690
2020,House,CA,Cookingham,REP,0.40621698065325823,88039
2020,House,CA,Khanna,DEM,0.7134588479027094,212137
2020,House,CA,Tandon,REP,0.2865411520972906,85199
2020,House,CA,Eshoo,DEM,0.6316866150014965,217388
2020,House,CA,Kumar,DEM,0.3683133849985035,126751
2020,House,CA,Lofgren,DEM,0.7168231494407831,224385
2020,House,CA,Aguilera,REP,0.28317685055921693,88642
2020,House,CA,Panetta,DEM,0.7677618828470867,236896
2020,House,CA,Gorman,REP,0.23223811715291326,71658
2020,House,CA,Valadao,REP,0.5044676928857421,85928
2020,House,CA,Cox,DEM,0.4955323071142579,84406
2020,House,CA,Nunes,REP,0.542262303301083,170888
2020,House,CA,Arballo,DEM,0.457737696698917,144251
2020,House,CA,McCarthy,REP,0.6214008976930465,190222
2020,House,CA,Mangone,DEM,0.37859910230695354,115896
2020,House,CA,Carbajal,DEM,0.5866342850046227,212564
2020,House,CA,Caldwell,REP,0.41336571499537733,149781
2020,House,CA,Garcia,REP,0.5004912330391835,169638
2020,House,CA,Smith,DEM,0.4995087669608164,169305
2020,House,CA,Brownley,DEM,0.6058485842666643,208856
2020,House,CA,Baldwin-Kennedy,REP,0.3941514157333357,135877
2020,House,CA,Chu,DEM,0.6977574546669272,221411
2020,House,CA,Nalbandian,REP,0.3022425453330728,95907
2020,House,CA,Schiff,DEM,0.7265667060282749,244271
2020,House,CA,Early,REP,0.27343329397172506,91928
2020,House,CA,Cardenas,DEM,0.5661218143203883,119420
2020,House,CA,Dueñas,DEM,0.43387818567961167,91524
2020,House,CA,Sherman,DEM,0.6948278257647685,240038
2020,House,CA,Reed,REP,0.30517217423523146,105426
2020,House,CA,Aguilar,DEM,0.6128823632232128,175315
2020,House,CA,Gibboney,REP,0.3871176367767873,110735
2020,House,CA,Napolitano,DEM,0.6657761010163228,172942
2020,House,CA,Scott,REP,0.3342238989836772,86818
2020,House,CA,Lieu,DEM,0.6758019914412189,257094
2020,House,CA,Bradley,REP,0.32419800855878117,123334
2020,House,CA,Gomez,DEM,0.5297984864570042,108792
2020,House,CA,Kim,DEM,0.4702015135429957,96554
2020,House,CA,Torres,DEM,0.6932996652288149,169405
2020,House,CA,Cargile,REP,0.30670033477118513,74941
2020,House,CA,Ruiz,DEM,0.6033945034854277,185151
2020,House,CA,Cruz,REP,0.39660549651457233,121698
2020,House,CA,Bass,DEM,0.8593997053479019,254916
2020,House,CA,Webber,REP,0.14060029465209814,41705
2020,House,CA,Sánchez,DEM,0.7434135031966465,190467
2020,House,CA,Tolar,DEM,0.25658649680335355,65739
2020,House,CA,Kim,REP,0.5059761535619853,173946
2020,House,CA,Cisneros,DEM,0.49402384643801467,169837
2020,House,CA,Roybal-Allard,DEM,0.7273917405744148,135572
2020,House,CA,Delgado,REP,0.27260825942558525,50809
2020,House,CA,Takano,DEM,0.6403019350809108,168126
2020,House,CA,Smith,REP,0.3596980649190892,94447
2020,House,CA,Calvert,REP,0.5713237711487935,210274
2020,House,CA,O'Mara,DEM,0.4286762288512065,157773
2020,House,CA,Waters,DEM,0.7168457491597636,199210
2020,House,CA,Collins,REP,0.2831542508402363,78688
2020,House,CA,Barragan,DEM,0.6778475606204741,139661
2020,House,CA,Joya,DEM,0.3221524393795259,66375
2020,House,CA,Porter,DEM,0.534640031426306,221843
2020,House,CA,Raths,REP,0.46535996857369394,193096
2020,House,CA,Correa,DEM,0.6875378508968757,157803
2020,House,CA,Waters,REP,0.31246214910312436,71716
2020,House,CA,Lowenthal,DEM,0.6327187948580438,197028
2020,House,CA,Briscoe,REP,0.3672812051419561,114371
2020,House,CA,Steel,REP,0.5105998481397115,201738
2020,House,CA,Rouda,DEM,0.4894001518602885,193362
2020,House,CA,Levin,DEM,0.5312957625496111,205349
2020,House,CA,Maryott,REP,0.46870423745038886,181157
2020,House,CA,Issa,REP,0.5395319959160021,195521
2020,House,CA,Campa-Najjar,DEM,0.4604680040839979,166869
2020,House,CA,Vargas,DEM,0.683047554622438,165596
2020,House,CA,Hidalgo,REP,0.316952445377562,76841
2020,House,CA,Peters,DEM,0.6157580801775558,244145
2020,House,CA,DeBello,REP,0.38424191982244416,152350
2020,House,CA,Jacobs,DEM,0.5950104223282705,199244
2020,House,CA,Gómez,DEM,0.4049895776717295,135614
2020,House,CO,DeGette,DEM,0.7364609473894601,331621
2020,House,CO,Bolling,REP,0.2353039152546137,105955
2020,House,CO,Neguse,DEM,0.614597130296337,316925
2020,House,CO,Winn,REP,0.35400445639884964,182547
2020,House,CO,Boebert,REP,0.5139162254640489,220634
2020,House,CO,Mitsch Bush,DEM,0.45216261101884614,194122
2020,House,CO,Buck,REP,0.6011403746945425,285606
2020,House,CO,McCorkle,DEM,0.3661175272096601,173945
2020,House,CO,Lamborn,REP,0.5758764312326119,249013
2020,House,CO,Freeland,DEM,0.3737219795239208,161600
2020,House,CO,Crow,DEM,0.5708766560312721,250314
2020,House,CO,House,REP,0.39955025737046523,175192
2020,House,CO,Perlmutter,DEM,0.5912457165513401,250525
2020,House,CO,Stockham,REP,0.3759546308446064,159301
2020,House,CT,Larson,DEM,0.609903876164324,213001
2020,House,CT,Anderson,REP,0.3820801585421958,140356
2020,House,CT,DeLauro,DEM,0.5612751117441918,194259
2020,House,CT,Streicker,REP,0.380141171847687,131568
2020,House,CT,Himes,DEM,0.6221847658545782,224432
2020,House,CT,Hayes,DEM,0.5258494409539831,183797
2020,House,CT,Sullivan,REP,0.43484281479955594,151988
2020,House,DE,Rochester,DEM,0.5762836135744568,281382
2020,House,DE,Murphy,REP,0.4022200831507158,196392
2020,House,DC,Norton,DEM,0.862958415368646,281831
2020,House,DC,Franklin,IND,0.023356716587004382,7628
2020,House,DC,Musa,IND,0.020521331222614493,6702
2020,House,DC,Krucoff,IND,0.01536190969022037,5017
2020,House,DC,Lowery,IND,0.015312918150446895,5001
2020,House,DC,Cheeks,IND,0.008922584181244201,2914
2020,House,FL,Gaetz,REP,0.6460933687825211,283352
2020,House,FL,Ehr,DEM,0.3401389085237663,149172
2020,House,FL,Dunn,REP,0.9786473674595111,305337
2020,House,FL,Cammack,REP,0.5713996634229933,223075
2020,House,FL,Christensen,DEM,0.42860033657700675,167326
2020,House,FL,Rutherford,REP,0.6109577375529766,308497
2020,House,FL,Deegan,DEM,0.3890026537806472,196423
2020,House,FL,Lawson,DEM,0.6512776988067294,219463
2020,House,FL,Adler,REP,0.3487223011932707,117510
2020,House,FL,Waltz,REP,0.6061193634436892,265393
2020,House,FL,Curtis,DEM,0.3935197873273405,172305
2020,House,FL,Murphy,DEM,0.553442129270831,224946
2020,House,FL,Valentin,REP,0.43240357338805113,175750
2020,House,FL,Posey,REP,0.6135284087448998,282093
2020,House,FL,Kennedy,DEM,0.38647159125510017,177695
2020,House,FL,Soto,DEM,0.5602949459777766,240724
2020,House,FL,Olson,REP,0.43964686550072385,188889
2020,House,FL,Demings,DEM,0.6361209042580042,239434
2020,House,FL,Francois,REP,0.3636824948126579,136889
2020,House,FL,Webster,REP,0.6672216690908556,316979
2020,House,FL,Cottrell,DEM,0.3327783309091445,158094
2020,House,FL,Bilirakis,REP,0.6288214329063083,284941
2020,House,FL,Walker,DEM,0.37117856709369174,168194
2020,House,FL,Crist,DEM,0.5303908895044629,215405
2020,House,FL,Luna,REP,0.46959187442289935,190713
2020,House,FL,Castor,DEM,0.6025754025410065,224240
2020,House,FL,Quinn,REP,0.3974245974589935,147896
2020,House,FL,Franklin,REP,0.5538522183627655,216374
2020,House,FL,Cohn,DEM,0.4461477816372344,174297
2020,House,FL,Buchanan,REP,0.555002847215918,269001
2020,House,FL,Good,DEM,0.444997152784082,215683
2020,House,FL,Steube,REP,0.6462559135978195,266514
2020,House,FL,Ellison,DEM,0.340659607126143,140487
2020,House,FL,Mast,REP,0.5632082184470337,253286
2020,House,FL,Keith,DEM,0.4150893889531264,186674
2020,House,FL,Donalds,REP,0.6127906898281335,272440
2020,House,FL,Banyai,DEM,0.3872025623665903,172146
2020,House,FL,Hastings,DEM,0.7867677391139826,253661
2020,House,FL,Musselwhite,REP,0.21323226088601746,68748
2020,House,FL,Frankel,DEM,0.590248404214412,237925
2020,House,FL,Loomer,REP,0.391006541914645,157612
2020,House,FL,Deutch,DEM,0.5860155051862089,235764
2020,House,FL,Pruden,REP,0.4139844948137911,166553
2020,House,FL,Wasserman Schultz,DEM,0.5819077528432703,221239
2020,House,FL,Spalding,REP,0.4178739387052994,158874
2020,House,FL,Wilson,DEM,0.7555120529764741,218825
2020,House,FL,Spicer,REP,0.20399257003569973,59084
2020,House,FL,Gimenez,REP,0.5172430902139334,177223
2020,House,FL,Mucarsel-Powell,DEM,0.4827569097860666,165407
2020,House,FL,Salazar,REP,0.513568044318099,176141
2020,House,FL,Shalala,DEM,0.486210365186967,166758
2020,House,GA,Carter,REP,0.5834922003726574,189457
2020,House,GA,Griggs,DEM,0.4165077996273426,135238
2020,House,GA,Bishop,DEM,0.5911241823362658,161397
2020,House,GA,Cole,REP,0.40881355435586775,111620
2020,House,GA,Ferguson,REP,0.6504559434231575,241526
2020,House,GA,Almonord,DEM,0.3495440565768425,129792
2020,House,GA,Johnson,DEM,0.8007660085156719,278906
2020,House,GA,Ezammudeen,REP,0.19923399148432813,69393
2020,House,GA,Williams,DEM,0.8514934993497939,301857
2020,House,GA,Stanton-King,REP,0.14850650065020607,52646
2020,House,GA,McBath,DEM,0.5458897417301262,216775
